market_hash_name,base_name,wear,min_price,suggested_price,mean_price,quantity
M4A4 | Howl (Factory New),M4A4 | Howl,Factory New,6979.61,8513.21,8545.66,3
StatTrak™ R8 Revolver | Bone Forged (Battle-Scarred),StatTrak™ R8 Revolver | Bone Forged,Battle-Scarred,0.13,0.15,0.45,23
StatTrak™ R8 Revolver | Bone Forged (Factory New),StatTrak™ R8 Revolver | Bone Forged,Factory New,0.77,0.89,2.71,35
StatTrak™ R8 Revolver | Bone Forged (Field-Tested),StatTrak™ R8 Revolver | Bone Forged,Field-Tested,0.09,0.12,0.48,88
StatTrak™ R8 Revolver | Bone Forged (Minimal Wear),StatTrak™ R8 Revolver | Bone Forged,Minimal Wear,0.22,0.31,1.37,28
StatTrak™ R8 Revolver | Bone Forged (Well-Worn),StatTrak™ R8 Revolver | Bone Forged,Well-Worn,0.19,0.24,0.45,17
StatTrak™ R8 Revolver | Crazy 8 (Battle-Scarred),StatTrak™ R8 Revolver | Crazy 8,Battle-Scarred,0.59,0.7,2.52,14
StatTrak™ R8 Revolver | Crazy 8 (Factory New),StatTrak™ R8 Revolver | Crazy 8,Factory New,4.94,5.21,11.89,40
StatTrak™ R8 Revolver | Crazy 8 (Field-Tested),StatTrak™ R8 Revolver | Crazy 8,Field-Tested,0.74,0.79,1.83,105
StatTrak™ R8 Revolver | Crazy 8 (Minimal Wear),StatTrak™ R8 Revolver | Crazy 8,Minimal Wear,1.7,1.8,3.92,21
StatTrak™ R8 Revolver | Crazy 8 (Well-Worn),StatTrak™ R8 Revolver | Crazy 8,Well-Worn,0.61,0.66,3.19,25
StatTrak™ R8 Revolver | Crimson Web (Battle-Scarred),StatTrak™ R8 Revolver | Crimson Web,Battle-Scarred,0.2,0.27,1.59,26
StatTrak™ R8 Revolver | Crimson Web (Factory New),StatTrak™ R8 Revolver | Crimson Web,Factory New,27.99,25.82,54.72,6
StatTrak™ R8 Revolver | Crimson Web (Field-Tested),StatTrak™ R8 Revolver | Crimson Web,Field-Tested,0.42,0.47,1.09,17
StatTrak™ R8 Revolver | Crimson Web (Minimal Wear),StatTrak™ R8 Revolver | Crimson Web,Minimal Wear,2.32,2.02,4.74,23
StatTrak™ R8 Revolver | Crimson Web (Well-Worn),StatTrak™ R8 Revolver | Crimson Web,Well-Worn,0.38,0.43,0.85,15
StatTrak™ R8 Revolver | Fade (Factory New),StatTrak™ R8 Revolver | Fade,Factory New,63.71,82.46,96.29,8
StatTrak™ R8 Revolver | Fade (Field-Tested),StatTrak™ R8 Revolver | Fade,Field-Tested,34.94,38.27,51.96,16
StatTrak™ R8 Revolver | Fade (Minimal Wear),StatTrak™ R8 Revolver | Fade,Minimal Wear,38.3,45.03,58.15,14
StatTrak™ R8 Revolver | Fade (Well-Worn),StatTrak™ R8 Revolver | Fade,Well-Worn,,41.75,,0
StatTrak™ R8 Revolver | Grip (Battle-Scarred),StatTrak™ R8 Revolver | Grip,Battle-Scarred,0.09,0.12,0.93,45
StatTrak™ R8 Revolver | Grip (Factory New),StatTrak™ R8 Revolver | Grip,Factory New,1.53,1.36,5.38,39
StatTrak™ R8 Revolver | Grip (Field-Tested),StatTrak™ R8 Revolver | Grip,Field-Tested,0.09,0.14,0.33,45
StatTrak™ R8 Revolver | Grip (Minimal Wear),StatTrak™ R8 Revolver | Grip,Minimal Wear,0.42,0.28,0.9,12
StatTrak™ R8 Revolver | Grip (Well-Worn),StatTrak™ R8 Revolver | Grip,Well-Worn,0.08,0.12,0.36,54
StatTrak™ R8 Revolver | Junk Yard (Battle-Scarred),StatTrak™ R8 Revolver | Junk Yard,Battle-Scarred,0.3,0.4,0.76,36
StatTrak™ R8 Revolver | Junk Yard (Factory New),StatTrak™ R8 Revolver | Junk Yard,Factory New,2.99,2.39,5.43,29
StatTrak™ R8 Revolver | Junk Yard (Field-Tested),StatTrak™ R8 Revolver | Junk Yard,Field-Tested,0.39,0.51,0.93,25
StatTrak™ R8 Revolver | Junk Yard (Minimal Wear),StatTrak™ R8 Revolver | Junk Yard,Minimal Wear,0.68,0.88,1.3,11
StatTrak™ R8 Revolver | Junk Yard (Well-Worn),StatTrak™ R8 Revolver | Junk Yard,Well-Worn,0.3,0.42,0.74,38
StatTrak™ R8 Revolver | Llama Cannon (Battle-Scarred),StatTrak™ R8 Revolver | Llama Cannon,Battle-Scarred,7.43,5.64,7.44,3
StatTrak™ R8 Revolver | Llama Cannon (Factory New),StatTrak™ R8 Revolver | Llama Cannon,Factory New,25.88,35.29,31.47,2
StatTrak™ R8 Revolver | Llama Cannon (Field-Tested),StatTrak™ R8 Revolver | Llama Cannon,Field-Tested,5.17,6.57,10.63,13
StatTrak™ R8 Revolver | Llama Cannon (Minimal Wear),StatTrak™ R8 Revolver | Llama Cannon,Minimal Wear,12.37,12.67,15.21,6
StatTrak™ R8 Revolver | Llama Cannon (Well-Worn),StatTrak™ R8 Revolver | Llama Cannon,Well-Worn,,5.82,,0
StatTrak™ R8 Revolver | Memento (Battle-Scarred),StatTrak™ R8 Revolver | Memento,Battle-Scarred,0.99,1.04,1.29,4
StatTrak™ R8 Revolver | Memento (Factory New),StatTrak™ R8 Revolver | Memento,Factory New,18.21,7.57,30.48,4
StatTrak™ R8 Revolver | Memento (Field-Tested),StatTrak™ R8 Revolver | Memento,Field-Tested,1.25,1.04,1.56,10
StatTrak™ R8 Revolver | Memento (Minimal Wear),StatTrak™ R8 Revolver | Memento,Minimal Wear,2.57,2.5,3.77,3
StatTrak™ R8 Revolver | Memento (Well-Worn),StatTrak™ R8 Revolver | Memento,Well-Worn,3.06,2.01,3.26,2
StatTrak™ R8 Revolver | Reboot (Battle-Scarred),StatTrak™ R8 Revolver | Reboot,Battle-Scarred,1.6,1.23,1.6,1
StatTrak™ R8 Revolver | Reboot (Factory New),StatTrak™ R8 Revolver | Reboot,Factory New,16.95,16.18,20.07,8
StatTrak™ R8 Revolver | Reboot (Field-Tested),StatTrak™ R8 Revolver | Reboot,Field-Tested,1.9,1.86,2.47,14
StatTrak™ R8 Revolver | Reboot (Minimal Wear),StatTrak™ R8 Revolver | Reboot,Minimal Wear,4.24,4.17,6.85,19
StatTrak™ R8 Revolver | Reboot (Well-Worn),StatTrak™ R8 Revolver | Reboot,Well-Worn,1.51,1.27,3.13,6
StatTrak™ R8 Revolver | Skull Crusher (Battle-Scarred),StatTrak™ R8 Revolver | Skull Crusher,Battle-Scarred,2.46,2.35,5.09,27
StatTrak™ R8 Revolver | Skull Crusher (Field-Tested),StatTrak™ R8 Revolver | Skull Crusher,Field-Tested,3.71,3.91,5.78,13
StatTrak™ R8 Revolver | Skull Crusher (Well-Worn),StatTrak™ R8 Revolver | Skull Crusher,Well-Worn,2.34,3.05,4.56,10
StatTrak™ R8 Revolver | Survivalist (Battle-Scarred),StatTrak™ R8 Revolver | Survivalist,Battle-Scarred,0.21,0.29,0.87,19
StatTrak™ R8 Revolver | Survivalist (Factory New),StatTrak™ R8 Revolver | Survivalist,Factory New,1.89,1.29,2.88,20
StatTrak™ R8 Revolver | Survivalist (Field-Tested),StatTrak™ R8 Revolver | Survivalist,Field-Tested,0.25,0.34,0.58,26
StatTrak™ R8 Revolver | Survivalist (Minimal Wear),StatTrak™ R8 Revolver | Survivalist,Minimal Wear,0.66,0.66,1.3,16
StatTrak™ R8 Revolver | Survivalist (Well-Worn),StatTrak™ R8 Revolver | Survivalist,Well-Worn,0.77,0.41,0.83,3
StatTrak™ R8 Revolver | Tango (Battle-Scarred),StatTrak™ R8 Revolver | Tango,Battle-Scarred,0.14,0.2,0.26,73
StatTrak™ R8 Revolver | Tango (Factory New),StatTrak™ R8 Revolver | Tango,Factory New,2.99,3.03,7.39,19
StatTrak™ R8 Revolver | Tango (Field-Tested),StatTrak™ R8 Revolver | Tango,Field-Tested,0.2,0.26,0.9,36
StatTrak™ R8 Revolver | Tango (Minimal Wear),StatTrak™ R8 Revolver | Tango,Minimal Wear,0.77,0.82,29.68,18
StatTrak™ R8 Revolver | Tango (Well-Worn),StatTrak™ R8 Revolver | Tango,Well-Worn,0.23,0.31,0.4,19
StatTrak™ SCAR-20 | Assault (Battle-Scarred),StatTrak™ SCAR-20 | Assault,Battle-Scarred,0.12,0.16,0.23,10
StatTrak™ SCAR-20 | Assault (Factory New),StatTrak™ SCAR-20 | Assault,Factory New,0.97,0.76,4.04,43
StatTrak™ SCAR-20 | Assault (Field-Tested),StatTrak™ SCAR-20 | Assault,Field-Tested,0.12,0.16,0.6,39
StatTrak™ SCAR-20 | Assault (Minimal Wear),StatTrak™ SCAR-20 | Assault,Minimal Wear,0.29,0.4,0.57,20
StatTrak™ SCAR-20 | Assault (Well-Worn),StatTrak™ SCAR-20 | Assault,Well-Worn,0.54,0.28,0.54,1
StatTrak™ SCAR-20 | Bloodsport (Factory New),StatTrak™ SCAR-20 | Bloodsport,Factory New,20.48,20.9,22.57,3
StatTrak™ SCAR-20 | Bloodsport (Field-Tested),StatTrak™ SCAR-20 | Bloodsport,Field-Tested,13.0,6.8,14.25,3
StatTrak™ SCAR-20 | Bloodsport (Minimal Wear),StatTrak™ SCAR-20 | Bloodsport,Minimal Wear,10.21,10.06,10.21,1
StatTrak™ SCAR-20 | Bloodsport (Well-Worn),StatTrak™ SCAR-20 | Bloodsport,Well-Worn,5.05,6.49,5.05,1
StatTrak™ SCAR-20 | Blueprint (Battle-Scarred),StatTrak™ SCAR-20 | Blueprint,Battle-Scarred,0.28,0.34,2.53,12
StatTrak™ SCAR-20 | Blueprint (Factory New),StatTrak™ SCAR-20 | Blueprint,Factory New,1.39,1.17,13.4,25
StatTrak™ SCAR-20 | Blueprint (Field-Tested),StatTrak™ SCAR-20 | Blueprint,Field-Tested,0.28,0.38,6.81,72
StatTrak™ SCAR-20 | Blueprint (Minimal Wear),StatTrak™ SCAR-20 | Blueprint,Minimal Wear,0.54,0.64,6.06,44
StatTrak™ SCAR-20 | Blueprint (Well-Worn),StatTrak™ SCAR-20 | Blueprint,Well-Worn,0.33,0.46,1.99,5
StatTrak™ SCAR-20 | Cardiac (Battle-Scarred),StatTrak™ SCAR-20 | Cardiac,Battle-Scarred,9.5,11.1,11.81,2
StatTrak™ SCAR-20 | Cardiac (Factory New),StatTrak™ SCAR-20 | Cardiac,Factory New,53.5,54.25,57.39,3
StatTrak™ SCAR-20 | Cardiac (Field-Tested),StatTrak™ SCAR-20 | Cardiac,Field-Tested,14.9,11.68,15.01,2
StatTrak™ SCAR-20 | Cardiac (Minimal Wear),StatTrak™ SCAR-20 | Cardiac,Minimal Wear,21.99,19.38,25.38,2
StatTrak™ SCAR-20 | Cardiac (Well-Worn),StatTrak™ SCAR-20 | Cardiac,Well-Worn,9.93,11.12,9.93,1
StatTrak™ SCAR-20 | Crimson Web (Battle-Scarred),StatTrak™ SCAR-20 | Crimson Web,Battle-Scarred,3.51,3.9,19.32,7
StatTrak™ SCAR-20 | Crimson Web (Factory New),StatTrak™ SCAR-20 | Crimson Web,Factory New,,42.66,,0
StatTrak™ SCAR-20 | Crimson Web (Field-Tested),StatTrak™ SCAR-20 | Crimson Web,Field-Tested,3.84,4.79,12.57,17
StatTrak™ SCAR-20 | Crimson Web (Minimal Wear),StatTrak™ SCAR-20 | Crimson Web,Minimal Wear,8.49,6.83,28.82,4
StatTrak™ SCAR-20 | Crimson Web (Well-Worn),StatTrak™ SCAR-20 | Crimson Web,Well-Worn,3.66,4.19,6.37,3
StatTrak™ SCAR-20 | Cyrex (Battle-Scarred),StatTrak™ SCAR-20 | Cyrex,Battle-Scarred,89.99,52.63,89.99,1
StatTrak™ SCAR-20 | Cyrex (Factory New),StatTrak™ SCAR-20 | Cyrex,Factory New,110.74,121.29,120.9,5
StatTrak™ SCAR-20 | Cyrex (Field-Tested),StatTrak™ SCAR-20 | Cyrex,Field-Tested,,82.64,,0
StatTrak™ SCAR-20 | Cyrex (Minimal Wear),StatTrak™ SCAR-20 | Cyrex,Minimal Wear,94.13,105.86,114.86,6
StatTrak™ SCAR-20 | Cyrex (Well-Worn),StatTrak™ SCAR-20 | Cyrex,Well-Worn,,56.43,,0
StatTrak™ SCAR-20 | Enforcer (Battle-Scarred),StatTrak™ SCAR-20 | Enforcer,Battle-Scarred,0.47,0.63,1.32,14
StatTrak™ SCAR-20 | Enforcer (Factory New),StatTrak™ SCAR-20 | Enforcer,Factory New,5.75,5.13,13.19,8
StatTrak™ SCAR-20 | Enforcer (Field-Tested),StatTrak™ SCAR-20 | Enforcer,Field-Tested,0.65,0.85,1.84,69
StatTrak™ SCAR-20 | Enforcer (Minimal Wear),StatTrak™ SCAR-20 | Enforcer,Minimal Wear,1.24,1.69,2.0,16
StatTrak™ SCAR-20 | Enforcer (Well-Worn),StatTrak™ SCAR-20 | Enforcer,Well-Worn,0.54,0.65,0.83,35
StatTrak™ SCAR-20 | Fragments (Battle-Scarred),StatTrak™ SCAR-20 | Fragments,Battle-Scarred,0.07,0.09,0.12,37
StatTrak™ SCAR-20 | Fragments (Factory New),StatTrak™ SCAR-20 | Fragments,Factory New,0.74,0.76,3.26,48
StatTrak™ SCAR-20 | Fragments (Field-Tested),StatTrak™ SCAR-20 | Fragments,Field-Tested,0.08,0.11,0.4,112
StatTrak™ SCAR-20 | Fragments (Minimal Wear),StatTrak™ SCAR-20 | Fragments,Minimal Wear,0.18,0.26,1.47,46
StatTrak™ SCAR-20 | Fragments (Well-Worn),StatTrak™ SCAR-20 | Fragments,Well-Worn,0.13,0.18,0.52,6
StatTrak™ SCAR-20 | Green Marine (Battle-Scarred),StatTrak™ SCAR-20 | Green Marine,Battle-Scarred,0.32,0.34,0.86,10
StatTrak™ SCAR-20 | Green Marine (Factory New),StatTrak™ SCAR-20 | Green Marine,Factory New,1.85,1.87,6.27,13
StatTrak™ SCAR-20 | Green Marine (Field-Tested),StatTrak™ SCAR-20 | Green Marine,Field-Tested,0.35,0.42,0.71,21
StatTrak™ SCAR-20 | Green Marine (Minimal Wear),StatTrak™ SCAR-20 | Green Marine,Minimal Wear,0.8,0.99,1.41,9
StatTrak™ SCAR-20 | Green Marine (Well-Worn),StatTrak™ SCAR-20 | Green Marine,Well-Worn,1.27,0.53,1.27,3
StatTrak™ SCAR-20 | Grotto (Battle-Scarred),StatTrak™ SCAR-20 | Grotto,Battle-Scarred,0.79,0.87,1.64,5
StatTrak™ SCAR-20 | Grotto (Factory New),StatTrak™ SCAR-20 | Grotto,Factory New,1.35,1.48,6.18,22
StatTrak™ SCAR-20 | Grotto (Field-Tested),StatTrak™ SCAR-20 | Grotto,Field-Tested,0.48,0.59,0.76,31
StatTrak™ SCAR-20 | Grotto (Minimal Wear),StatTrak™ SCAR-20 | Grotto,Minimal Wear,0.8,0.9,2.69,23
StatTrak™ SCAR-20 | Grotto (Well-Worn),StatTrak™ SCAR-20 | Grotto,Well-Worn,0.43,0.57,0.87,7
StatTrak™ SCAR-20 | Jungle Slipstream (Battle-Scarred),StatTrak™ SCAR-20 | Jungle Slipstream,Battle-Scarred,0.19,0.21,1.96,6
StatTrak™ SCAR-20 | Jungle Slipstream (Factory New),StatTrak™ SCAR-20 | Jungle Slipstream,Factory New,0.66,0.73,4.29,31
StatTrak™ SCAR-20 | Jungle Slipstream (Field-Tested),StatTrak™ SCAR-20 | Jungle Slipstream,Field-Tested,0.12,0.18,0.23,27
StatTrak™ SCAR-20 | Jungle Slipstream (Minimal Wear),StatTrak™ SCAR-20 | Jungle Slipstream,Minimal Wear,0.26,0.37,2.03,18
StatTrak™ SCAR-20 | Jungle Slipstream (Well-Worn),StatTrak™ SCAR-20 | Jungle Slipstream,Well-Worn,0.17,0.2,0.49,11
StatTrak™ SCAR-20 | Outbreak (Battle-Scarred),StatTrak™ SCAR-20 | Outbreak,Battle-Scarred,0.44,0.6,0.44,1
StatTrak™ SCAR-20 | Outbreak (Factory New),StatTrak™ SCAR-20 | Outbreak,Factory New,2.0,1.64,4.08,19
StatTrak™ SCAR-20 | Outbreak (Field-Tested),StatTrak™ SCAR-20 | Outbreak,Field-Tested,0.3,0.41,0.78,9
StatTrak™ SCAR-20 | Outbreak (Minimal Wear),StatTrak™ SCAR-20 | Outbreak,Minimal Wear,1.38,0.89,3.72,8
StatTrak™ SCAR-20 | Outbreak (Well-Worn),StatTrak™ SCAR-20 | Outbreak,Well-Worn,0.3,0.33,0.8,9
StatTrak™ SCAR-20 | Poultrygeist (Battle-Scarred),StatTrak™ SCAR-20 | Poultrygeist,Battle-Scarred,0.08,0.13,0.4,63
StatTrak™ SCAR-20 | Poultrygeist (Factory New),StatTrak™ SCAR-20 | Poultrygeist,Factory New,0.61,0.63,4.12,25
StatTrak™ SCAR-20 | Poultrygeist (Field-Tested),StatTrak™ SCAR-20 | Poultrygeist,Field-Tested,0.08,0.11,0.24,121
StatTrak™ SCAR-20 | Poultrygeist (Minimal Wear),StatTrak™ SCAR-20 | Poultrygeist,Minimal Wear,0.2,0.26,0.7,53
StatTrak™ SCAR-20 | Poultrygeist (Well-Worn),StatTrak™ SCAR-20 | Poultrygeist,Well-Worn,,0.25,,0
StatTrak™ SCAR-20 | Powercore (Battle-Scarred),StatTrak™ SCAR-20 | Powercore,Battle-Scarred,0.81,0.57,1.25,11
StatTrak™ SCAR-20 | Powercore (Factory New),StatTrak™ SCAR-20 | Powercore,Factory New,4.92,5.05,13.02,5
StatTrak™ SCAR-20 | Powercore (Field-Tested),StatTrak™ SCAR-20 | Powercore,Field-Tested,0.62,0.82,1.02,13
StatTrak™ SCAR-20 | Powercore (Minimal Wear),StatTrak™ SCAR-20 | Powercore,Minimal Wear,1.92,1.64,5.03,5
StatTrak™ SCAR-20 | Powercore (Well-Worn),StatTrak™ SCAR-20 | Powercore,Well-Worn,0.62,0.61,0.9,8
StatTrak™ SCAR-20 | Torn (Factory New),StatTrak™ SCAR-20 | Torn,Factory New,6.98,2.82,7.72,4
StatTrak™ SCAR-20 | Torn (Field-Tested),StatTrak™ SCAR-20 | Torn,Field-Tested,1.12,1.04,1.58,8
StatTrak™ SCAR-20 | Torn (Minimal Wear),StatTrak™ SCAR-20 | Torn,Minimal Wear,2.31,1.6,3.11,7
StatTrak™ SCAR-20 | Torn (Well-Worn),StatTrak™ SCAR-20 | Torn,Well-Worn,44.9,1.52,44.9,1
StatTrak™ SCAR-20 | Trail Blazer (Battle-Scarred),StatTrak™ SCAR-20 | Trail Blazer,Battle-Scarred,0.11,0.15,0.16,26
StatTrak™ SCAR-20 | Trail Blazer (Factory New),StatTrak™ SCAR-20 | Trail Blazer,Factory New,2.28,1.21,9.44,7
StatTrak™ SCAR-20 | Trail Blazer (Field-Tested),StatTrak™ SCAR-20 | Trail Blazer,Field-Tested,0.17,0.25,0.46,51
StatTrak™ SCAR-20 | Trail Blazer (Minimal Wear),StatTrak™ SCAR-20 | Trail Blazer,Minimal Wear,0.52,0.65,2.03,10
StatTrak™ SCAR-20 | Trail Blazer (Well-Worn),StatTrak™ SCAR-20 | Trail Blazer,Well-Worn,0.15,0.2,0.17,4
StatTrak™ SG 553 | Aerial (Battle-Scarred),StatTrak™ SG 553 | Aerial,Battle-Scarred,0.21,0.24,0.66,15
StatTrak™ SG 553 | Aerial (Factory New),StatTrak™ SG 553 | Aerial,Factory New,1.07,1.13,7.75,27
StatTrak™ SG 553 | Aerial (Field-Tested),StatTrak™ SG 553 | Aerial,Field-Tested,0.25,0.25,0.61,43
StatTrak™ SG 553 | Aerial (Minimal Wear),StatTrak™ SG 553 | Aerial,Minimal Wear,0.42,0.56,1.6,27
StatTrak™ SG 553 | Aerial (Well-Worn),StatTrak™ SG 553 | Aerial,Well-Worn,0.44,0.41,1.24,14
StatTrak™ SG 553 | Aloha (Battle-Scarred),StatTrak™ SG 553 | Aloha,Battle-Scarred,0.09,0.1,0.17,12
StatTrak™ SG 553 | Aloha (Factory New),StatTrak™ SG 553 | Aloha,Factory New,1.08,0.7,9.59,20
StatTrak™ SG 553 | Aloha (Field-Tested),StatTrak™ SG 553 | Aloha,Field-Tested,0.08,0.13,0.64,57
StatTrak™ SG 553 | Aloha (Minimal Wear),StatTrak™ SG 553 | Aloha,Minimal Wear,0.21,0.29,0.78,19
StatTrak™ SG 553 | Aloha (Well-Worn),StatTrak™ SG 553 | Aloha,Well-Worn,0.15,0.18,0.73,6
StatTrak™ SG 553 | Atlas (Battle-Scarred),StatTrak™ SG 553 | Atlas,Battle-Scarred,0.14,0.1,0.65,21
StatTrak™ SG 553 | Atlas (Factory New),StatTrak™ SG 553 | Atlas,Factory New,1.56,1.19,8.64,11
StatTrak™ SG 553 | Atlas (Field-Tested),StatTrak™ SG 553 | Atlas,Field-Tested,0.18,0.14,0.93,11
StatTrak™ SG 553 | Atlas (Minimal Wear),StatTrak™ SG 553 | Atlas,Minimal Wear,0.5,0.43,3.02,9
StatTrak™ SG 553 | Atlas (Well-Worn),StatTrak™ SG 553 | Atlas,Well-Worn,3.35,0.25,3.35,1
StatTrak™ SG 553 | Colony IV (Battle-Scarred),StatTrak™ SG 553 | Colony IV,Battle-Scarred,,14.3,,0
StatTrak™ SG 553 | Colony IV (Factory New),StatTrak™ SG 553 | Colony IV,Factory New,109.99,91.68,110.0,2
StatTrak™ SG 553 | Colony IV (Field-Tested),StatTrak™ SG 553 | Colony IV,Field-Tested,17.34,19.96,21.97,14
StatTrak™ SG 553 | Colony IV (Minimal Wear),StatTrak™ SG 553 | Colony IV,Minimal Wear,41.5,43.96,49.65,5
StatTrak™ SG 553 | Colony IV (Well-Worn),StatTrak™ SG 553 | Colony IV,Well-Worn,15.84,15.8,16.14,2
StatTrak™ SG 553 | Cyberforce (Battle-Scarred),StatTrak™ SG 553 | Cyberforce,Battle-Scarred,0.07,0.09,0.25,84
StatTrak™ SG 553 | Cyberforce (Factory New),StatTrak™ SG 553 | Cyberforce,Factory New,1.48,1.04,3.82,44
StatTrak™ SG 553 | Cyberforce (Field-Tested),StatTrak™ SG 553 | Cyberforce,Field-Tested,0.08,0.11,0.2,88
StatTrak™ SG 553 | Cyberforce (Minimal Wear),StatTrak™ SG 553 | Cyberforce,Minimal Wear,0.23,0.29,0.99,49
StatTrak™ SG 553 | Cyberforce (Well-Worn),StatTrak™ SG 553 | Cyberforce,Well-Worn,0.07,0.09,0.17,73
StatTrak™ SG 553 | Cyrex (Battle-Scarred),StatTrak™ SG 553 | Cyrex,Battle-Scarred,9.22,10.1,14.24,5
StatTrak™ SG 553 | Cyrex (Factory New),StatTrak™ SG 553 | Cyrex,Factory New,91.9,66.87,119.71,2
StatTrak™ SG 553 | Cyrex (Field-Tested),StatTrak™ SG 553 | Cyrex,Field-Tested,16.84,11.55,20.92,2
StatTrak™ SG 553 | Cyrex (Minimal Wear),StatTrak™ SG 553 | Cyrex,Minimal Wear,18.18,19.5,18.23,2
StatTrak™ SG 553 | Cyrex (Well-Worn),StatTrak™ SG 553 | Cyrex,Well-Worn,9.59,10.35,13.29,2
StatTrak™ SG 553 | Danger Close (Battle-Scarred),StatTrak™ SG 553 | Danger Close,Battle-Scarred,0.09,0.14,0.41,43
StatTrak™ SG 553 | Danger Close (Factory New),StatTrak™ SG 553 | Danger Close,Factory New,1.58,0.98,4.3,16
StatTrak™ SG 553 | Danger Close (Field-Tested),StatTrak™ SG 553 | Danger Close,Field-Tested,0.13,0.19,0.58,108
StatTrak™ SG 553 | Danger Close (Minimal Wear),StatTrak™ SG 553 | Danger Close,Minimal Wear,0.27,0.39,1.06,44
StatTrak™ SG 553 | Danger Close (Well-Worn),StatTrak™ SG 553 | Danger Close,Well-Worn,0.61,0.43,0.61,1
StatTrak™ SG 553 | Darkwing (Battle-Scarred),StatTrak™ SG 553 | Darkwing,Battle-Scarred,0.46,0.6,2.59,20
StatTrak™ SG 553 | Darkwing (Factory New),StatTrak™ SG 553 | Darkwing,Factory New,6.98,8.04,18.02,28
StatTrak™ SG 553 | Darkwing (Field-Tested),StatTrak™ SG 553 | Darkwing,Field-Tested,0.66,0.87,2.15,41
StatTrak™ SG 553 | Darkwing (Minimal Wear),StatTrak™ SG 553 | Darkwing,Minimal Wear,1.76,2.0,4.29,19
StatTrak™ SG 553 | Darkwing (Well-Worn),StatTrak™ SG 553 | Darkwing,Well-Worn,0.67,0.65,1.57,16
StatTrak™ SG 553 | Dragon Tech (Battle-Scarred),StatTrak™ SG 553 | Dragon Tech,Battle-Scarred,0.53,0.63,2.54,31
StatTrak™ SG 553 | Dragon Tech (Factory New),StatTrak™ SG 553 | Dragon Tech,Factory New,3.6,3.86,13.73,21
StatTrak™ SG 553 | Dragon Tech (Field-Tested),StatTrak™ SG 553 | Dragon Tech,Field-Tested,0.63,0.77,1.81,31
StatTrak™ SG 553 | Dragon Tech (Minimal Wear),StatTrak™ SG 553 | Dragon Tech,Minimal Wear,1.83,1.8,4.1,15
StatTrak™ SG 553 | Dragon Tech (Well-Worn),StatTrak™ SG 553 | Dragon Tech,Well-Worn,1.01,0.73,1.54,5
StatTrak™ SG 553 | Heavy Metal (Battle-Scarred),StatTrak™ SG 553 | Heavy Metal,Battle-Scarred,0.29,0.4,0.87,22
StatTrak™ SG 553 | Heavy Metal (Factory New),StatTrak™ SG 553 | Heavy Metal,Factory New,1.98,2.22,5.38,25
StatTrak™ SG 553 | Heavy Metal (Field-Tested),StatTrak™ SG 553 | Heavy Metal,Field-Tested,0.41,0.53,1.36,18
StatTrak™ SG 553 | Heavy Metal (Minimal Wear),StatTrak™ SG 553 | Heavy Metal,Minimal Wear,0.72,0.93,1.65,14
StatTrak™ SG 553 | Heavy Metal (Well-Worn),StatTrak™ SG 553 | Heavy Metal,Well-Worn,0.32,0.43,0.72,27
StatTrak™ SG 553 | Ol' Rusty (Battle-Scarred),StatTrak™ SG 553 | Ol' Rusty,Battle-Scarred,0.06,0.09,0.2,59
StatTrak™ SG 553 | Ol' Rusty (Factory New),StatTrak™ SG 553 | Ol' Rusty,Factory New,0.59,0.66,2.7,64
StatTrak™ SG 553 | Ol' Rusty (Field-Tested),StatTrak™ SG 553 | Ol' Rusty,Field-Tested,0.06,0.1,0.28,264
StatTrak™ SG 553 | Ol' Rusty (Minimal Wear),StatTrak™ SG 553 | Ol' Rusty,Minimal Wear,0.18,0.24,1.55,58
StatTrak™ SG 553 | Ol' Rusty (Well-Worn),StatTrak™ SG 553 | Ol' Rusty,Well-Worn,0.07,0.09,0.15,42
StatTrak™ SG 553 | Phantom (Battle-Scarred),StatTrak™ SG 553 | Phantom,Battle-Scarred,0.8,1.07,2.14,11
StatTrak™ SG 553 | Phantom (Factory New),StatTrak™ SG 553 | Phantom,Factory New,3.89,4.25,15.26,12
StatTrak™ SG 553 | Phantom (Field-Tested),StatTrak™ SG 553 | Phantom,Field-Tested,0.82,1.1,1.76,55
StatTrak™ SG 553 | Phantom (Minimal Wear),StatTrak™ SG 553 | Phantom,Minimal Wear,1.48,1.85,10.19,10
StatTrak™ SG 553 | Phantom (Well-Worn),StatTrak™ SG 553 | Phantom,Well-Worn,0.88,1.15,1.32,6
StatTrak™ SG 553 | Pulse (Battle-Scarred),StatTrak™ SG 553 | Pulse,Battle-Scarred,9.36,7.74,40.15,6
StatTrak™ SG 553 | Pulse (Field-Tested),StatTrak™ SG 553 | Pulse,Field-Tested,6.42,8.23,28.95,28
StatTrak™ SG 553 | Pulse (Minimal Wear),StatTrak™ SG 553 | Pulse,Minimal Wear,11.0,14.83,27.44,18
StatTrak™ SG 553 | Pulse (Well-Worn),StatTrak™ SG 553 | Pulse,Well-Worn,7.04,7.89,8.05,2
StatTrak™ SG 553 | Tiger Moth (Battle-Scarred),StatTrak™ SG 553 | Tiger Moth,Battle-Scarred,1.02,1.38,2.77,12
StatTrak™ SG 553 | Tiger Moth (Factory New),StatTrak™ SG 553 | Tiger Moth,Factory New,8.39,7.65,11.64,9
